0000003	0000006	0.550662861899
0000003	0000007	0.597727724559
0000003	0000010	0.399621220914
0000003	0000012	0.369765607392
0000003	0000013	0.522161835749
0000003	0000020	0.339361979804
0000003	0000023	0.121111111111
0000003	0000027	0.551173476326
0000003	0000028	-0.0355130038667
0000003	0000029	0.618952494534
0000003	0000037	0.261111111111
0000003	0000044	0.587952791742
0000003	0000046	0.417171717172
0000003	0000047	-0.321830017866
0000003	0000048	0.2138647343
0000003	0000053	0.465447732457
0000003	0000054	-0.090404040404
0000003	0000056	-0.100013785498
0000003	0000057	0.103012887496
0000003	0000062	-0.0538986354776
0000003	0000066	0.233475783476
0000003	0000073	0.637224315013
0000003	0000076	-0.143039011785
0000003	0000085	0.232242063492
0000003	0000089	-0.260508997328
0000003	0000090	-0.162918036672
0000003	0000093	0.0353649719475
0000003	0000096	0.454734299517
0000003	0000100	-0.0582516339869
0000003	0000103	0.467803517804
0000003	0000105	0.229950641129
0000003	0000110	-0.666953405018
0000003	0000112	0.106073135115
0000003	0000113	-0.524480021894
0000003	0000121	0.29719849528
0000003	0000122	0.23671466104
0000003	0000123	0.85329007286
0000003	0000125	0.558063492063
0000003	0000126	-0.173002601263
0000003	0000133	0.623094582185
0000003	0000147	-0.171046395041
0000003	0000148	-0.333961352657
0000003	0000154	0.0582096492207
0000003	0000158	-0.0813007669349
0000003	0000160	0.407373605679
0000003	0000175	0.0265167780499
0000003	0000179	0.475242810341
0000003	0000189	0.359777777778
0000003	0000193	0.195855077191
0000003	0000194	0.0927809904572
0000003	0000212	0.434593837535
0000003	0000218	-0.0081274244115
0000003	0000219	0.208048582968
0000003	0000221	0.282544512058
0000003	0000230	0.6338647343
0000003	0000232	0.41359888793
0000003	0000248	-0.443086268086
0000003	0000253	0.507189542484
0000003	0000260	0.272222222222
0000003	0000262	0.220093351548
0000003	0000268	0.0581079748309
0000003	0000269	0.381003584229
0000003	0000272	0.0450272370424
0000003	0000275	0.420193508115
0000003	0000276	0.00396856382671
0000003	0000280	0.324879301799
